comp_id,market,address,sale_date,sale_price,bedrooms,bathrooms,square_feet,unit_count,cap_rate,price_per_unit,distance_miles,condition_score,source,confidence,notes
SC-0396,"Jacksonville, FL",595 Fixture Sale Ave,2023-12-15,1226000.0,16,10.0,8916,4,0.0714,306500.0,9.48,9.1,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0397,"San Antonio, TX",596 Fixture Sale Ave,2024-01-15,363500.0,4,3,2450,1,0.0483,363500.0,3.22,5.4,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0398,"Raleigh, NC",597 Fixture Sale Ave,2025-02-15,296200.0,4,2.5,1717,1,0.0867,296200.0,1.65,8.6,synthetic_fixture,0.91,Synthetic sale comp for v5 UI and validation workflows.
SC-0399,"Cleveland, OH",598 Fixture Sale Ave,2026-03-15,187200.0,3,1.5,1601,1,0.0732,187200.0,1.44,7.8,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0400,"Phoenix, AZ",599 Fixture Sale Ave,2020-04-15,641400.0,3,1.5,2837,1,0.0535,641400.0,8.08,8.6,synthetic_fixture,0.88,Synthetic sale comp for v5 UI and validation workflows.
SC-0401,"Tampa, FL",600 Fixture Sale Ave,2021-05-15,215300.0,6,6,1646,2,0.0831,107650.0,4.94,8.0,synthetic_fixture,0.72,Synthetic sale comp for v5 UI and validation workflows.
SC-0402,"Kansas City, MO",601 Fixture Sale Ave,2022-06-15,866400.0,4,5.0,3630,2,0.0852,433200.0,0.47,8.2,synthetic_fixture,0.91,Synthetic sale comp for v5 UI and validation workflows.
SC-0403,"Columbus, OH",602 Fixture Sale Ave,2023-07-15,862700.0,4,3,3058,1,0.0482,862700.0,3.17,8.5,synthetic_fixture,0.7,Synthetic sale comp for v5 UI and validation workflows.
SC-0404,"Charlotte, NC",603 Fixture Sale Ave,2024-08-15,1200500.0,8,3.0,6110,2,0.0737,600250.0,1.03,9.1,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0405,"Atlanta, GA",604 Fixture Sale Ave,2025-09-15,272500.0,4,5.0,1572,2,0.0704,136250.0,8.5,7.2,synthetic_fixture,0.9,Synthetic sale comp for v5 UI and validation workflows.
SC-0406,"Indianapolis, IN",605 Fixture Sale Ave,2026-10-15,1031400.0,8,20.0,6256,8,0.0904,128925.0,3.21,7.4,synthetic_fixture,0.66,Synthetic sale comp for v5 UI and validation workflows.
SC-0407,"Dallas, TX",606 Fixture Sale Ave,2020-11-15,162100.0,2,1,829,1,0.0872,162100.0,5.08,8.4,synthetic_fixture,0.72,Synthetic sale comp for v5 UI and validation workflows.
SC-0408,"Jacksonville, FL",607 Fixture Sale Ave,2021-12-15,901300.0,16,12,3916,4,0.0726,225325.0,3.93,6.8,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0409,"San Antonio, TX",608 Fixture Sale Ave,2022-01-15,1146300.0,4,4,6848,4,0.0465,286575.0,5.43,5.8,synthetic_fixture,0.93,Synthetic sale comp for v5 UI and validation workflows.
SC-0410,"Raleigh, NC",609 Fixture Sale Ave,2023-02-15,2780000.0,4,6.0,10160,4,0.0631,695000.0,8.11,7.8,synthetic_fixture,0.76,Synthetic sale comp for v5 UI and validation workflows.
SC-0411,"Cleveland, OH",610 Fixture Sale Ave,2024-03-15,829600.0,1,1.5,2966,1,0.0849,829600.0,7.61,7.4,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0412,"Phoenix, AZ",611 Fixture Sale Ave,2025-04-15,4758600.0,16,16,17624,8,0.0721,594825.0,6.77,4.4,synthetic_fixture,0.88,Synthetic sale comp for v5 UI and validation workflows.
SC-0413,"Tampa, FL",612 Fixture Sale Ave,2026-05-15,472600.0,3,3,2870,1,0.0816,472600.0,8.77,5.1,synthetic_fixture,0.82,Synthetic sale comp for v5 UI and validation workflows.
SC-0414,"Kansas City, MO",613 Fixture Sale Ave,2020-06-15,278500.0,4,1.5,1839,1,0.0508,278500.0,3.28,7.1,synthetic_fixture,0.92,Synthetic sale comp for v5 UI and validation workflows.
SC-0415,"Columbus, OH",614 Fixture Sale Ave,2021-07-15,692400.0,4,3,2719,1,0.0842,692400.0,2.63,7.9,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0416,"Charlotte, NC",615 Fixture Sale Ave,2022-08-15,450200.0,2,4,3902,2,0.0467,225100.0,4.5,6.3,synthetic_fixture,0.61,Synthetic sale comp for v5 UI and validation workflows.
SC-0417,"Atlanta, GA",616 Fixture Sale Ave,2023-09-15,216600.0,3,1,908,1,0.0659,216600.0,9.92,6.7,synthetic_fixture,0.77,Synthetic sale comp for v5 UI and validation workflows.
SC-0418,"Indianapolis, IN",617 Fixture Sale Ave,2024-10-15,1577600.0,24,16,10880,8,0.0522,197200.0,9.25,8.1,synthetic_fixture,0.65,Synthetic sale comp for v5 UI and validation workflows.
SC-0419,"Dallas, TX",618 Fixture Sale Ave,2025-11-15,4577600.0,16,16,21504,8,0.0504,572200.0,8.54,9.1,synthetic_fixture,0.73,Synthetic sale comp for v5 UI and validation workflows.
SC-0420,"Jacksonville, FL",619 Fixture Sale Ave,2026-12-15,439300.0,3,2,2383,1,0.0659,439300.0,9.4,6.8,synthetic_fixture,0.87,Synthetic sale comp for v5 UI and validation workflows.
SC-0421,"San Antonio, TX",620 Fixture Sale Ave,2020-01-15,3762500.0,32,8,13568,8,0.0878,470312.5,8.41,5.8,synthetic_fixture,0.92,Synthetic sale comp for v5 UI and validation workflows.
SC-0422,"Raleigh, NC",621 Fixture Sale Ave,2021-02-15,484400.0,1,2.5,2152,1,0.0776,484400.0,5.01,4.7,synthetic_fixture,0.67,Synthetic sale comp for v5 UI and validation workflows.
SC-0423,"Cleveland, OH",622 Fixture Sale Ave,2022-03-15,695400.0,4,10.0,2832,4,0.0586,173850.0,2.32,4.1,synthetic_fixture,0.57,Synthetic sale comp for v5 UI and validation workflows.
SC-0424,"Phoenix, AZ",623 Fixture Sale Ave,2023-04-15,382200.0,1,1,2134,1,0.0588,382200.0,2.09,4.5,synthetic_fixture,0.81,Synthetic sale comp for v5 UI and validation workflows.
SC-0425,"Tampa, FL",624 Fixture Sale Ave,2024-05-15,1821400.0,16,4,10416,4,0.0656,455350.0,9.91,8.8,synthetic_fixture,0.77,Synthetic sale comp for v5 UI and validation workflows.
SC-0426,"Kansas City, MO",625 Fixture Sale Ave,2025-06-15,849600.0,8,8,4480,4,0.0454,212400.0,8.75,8.2,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0427,"Columbus, OH",626 Fixture Sale Ave,2026-07-15,1138700.0,4,8,5376,4,0.0549,284675.0,5.52,4.6,synthetic_fixture,0.9,Synthetic sale comp for v5 UI and validation workflows.
SC-0428,"Charlotte, NC",627 Fixture Sale Ave,2020-08-15,1892500.0,8,10.0,10364,4,0.0466,473125.0,7.41,5.7,synthetic_fixture,0.91,Synthetic sale comp for v5 UI and validation workflows.
SC-0429,"Atlanta, GA",628 Fixture Sale Ave,2021-09-15,1403600.0,12,12,6600,4,0.0595,350900.0,4.27,8.9,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0430,"Indianapolis, IN",629 Fixture Sale Ave,2022-10-15,941100.0,16,10.0,3684,4,0.0915,235275.0,5.17,9.4,synthetic_fixture,0.57,Synthetic sale comp for v5 UI and validation workflows.
SC-0431,"Dallas, TX",630 Fixture Sale Ave,2023-11-15,547800.0,4,1,2485,1,0.0601,547800.0,7.98,5.9,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0432,"Jacksonville, FL",631 Fixture Sale Ave,2024-12-15,622800.0,2,2,2309,1,0.0464,622800.0,6.28,9.4,synthetic_fixture,0.64,Synthetic sale comp for v5 UI and validation workflows.
SC-0433,"San Antonio, TX",632 Fixture Sale Ave,2025-01-15,333000.0,1,2.5,1333,1,0.063,333000.0,4.41,9.3,synthetic_fixture,0.66,Synthetic sale comp for v5 UI and validation workflows.
SC-0434,"Raleigh, NC",633 Fixture Sale Ave,2026-02-15,314000.0,2,2,2028,1,0.0524,314000.0,9.72,4.6,synthetic_fixture,0.88,Synthetic sale comp for v5 UI and validation workflows.
SC-0435,"Cleveland, OH",634 Fixture Sale Ave,2020-03-15,2241600.0,16,12.0,14688,8,0.0894,280200.0,5.06,6.4,synthetic_fixture,0.58,Synthetic sale comp for v5 UI and validation workflows.
SC-0436,"Phoenix, AZ",635 Fixture Sale Ave,2021-04-15,1061600.0,8,12.0,5992,8,0.0909,132700.0,5.24,9.2,synthetic_fixture,0.72,Synthetic sale comp for v5 UI and validation workflows.
SC-0437,"Tampa, FL",636 Fixture Sale Ave,2022-05-15,179600.0,4,3,1174,1,0.0806,179600.0,9.13,7.1,synthetic_fixture,0.66,Synthetic sale comp for v5 UI and validation workflows.
SC-0438,"Kansas City, MO",637 Fixture Sale Ave,2023-06-15,612400.0,2,4,4448,2,0.0506,306200.0,4.46,9.5,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0439,"Columbus, OH",638 Fixture Sale Ave,2024-07-15,637600.0,4,6,5476,2,0.0895,318800.0,0.46,6.2,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0440,"Charlotte, NC",639 Fixture Sale Ave,2025-08-15,492600.0,4,4,3768,2,0.0886,246300.0,5.91,8.6,synthetic_fixture,0.92,Synthetic sale comp for v5 UI and validation workflows.
SC-0441,"Atlanta, GA",640 Fixture Sale Ave,2026-09-15,4701500.0,16,16,24904,8,0.0714,587687.5,6.01,8.8,synthetic_fixture,0.64,Synthetic sale comp for v5 UI and validation workflows.
SC-0442,"Indianapolis, IN",641 Fixture Sale Ave,2020-10-15,388000.0,8,8,3208,4,0.0763,97000.0,0.72,4.5,synthetic_fixture,0.85,Synthetic sale comp for v5 UI and validation workflows.
SC-0443,"Dallas, TX",642 Fixture Sale Ave,2021-11-15,4716400.0,24,8,20232,8,0.0857,589550.0,2.09,8.8,synthetic_fixture,0.65,Synthetic sale comp for v5 UI and validation workflows.
SC-0444,"Jacksonville, FL",643 Fixture Sale Ave,2022-12-15,402400.0,4,5.0,3184,2,0.0827,201200.0,2.74,8.8,synthetic_fixture,0.86,Synthetic sale comp for v5 UI and validation workflows.
SC-0445,"San Antonio, TX",644 Fixture Sale Ave,2023-01-15,1290800.0,2,6,5740,2,0.0917,645400.0,4.29,4.9,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0446,"Raleigh, NC",645 Fixture Sale Ave,2024-02-15,1178300.0,8,4,4814,2,0.0771,589150.0,0.86,4.8,synthetic_fixture,0.82,Synthetic sale comp for v5 UI and validation workflows.
SC-0447,"Cleveland, OH",646 Fixture Sale Ave,2025-03-15,1303500.0,8,6.0,8292,4,0.0848,325875.0,7.93,9.0,synthetic_fixture,0.84,Synthetic sale comp for v5 UI and validation workflows.
SC-0448,"Phoenix, AZ",647 Fixture Sale Ave,2026-04-15,365700.0,1,1,2789,1,0.0577,365700.0,6.94,4.9,synthetic_fixture,0.82,Synthetic sale comp for v5 UI and validation workflows.
SC-0449,"Tampa, FL",648 Fixture Sale Ave,2020-05-15,615300.0,1,3,2987,1,0.0733,615300.0,9.68,5.4,synthetic_fixture,0.72,Synthetic sale comp for v5 UI and validation workflows.
SC-0450,"Kansas City, MO",649 Fixture Sale Ave,2021-06-15,1354700.0,2,3.0,5936,2,0.087,677350.0,5.2,6.7,synthetic_fixture,0.9,Synthetic sale comp for v5 UI and validation workflows.
SC-0451,"Columbus, OH",650 Fixture Sale Ave,2022-07-15,175000.0,1,2,733,1,0.0692,175000.0,8.08,7.3,synthetic_fixture,0.55,Synthetic sale comp for v5 UI and validation workflows.
SC-0452,"Charlotte, NC",651 Fixture Sale Ave,2023-08-15,1448700.0,24,8,6968,8,0.0541,181087.5,2.9,8.6,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0453,"Atlanta, GA",652 Fixture Sale Ave,2024-09-15,763500.0,1,1,2964,1,0.0609,763500.0,9.81,7.9,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0454,"Indianapolis, IN",653 Fixture Sale Ave,2025-10-15,4992500.0,8,12.0,19752,8,0.0902,624062.5,7.8,9.5,synthetic_fixture,0.59,Synthetic sale comp for v5 UI and validation workflows.
SC-0455,"Dallas, TX",654 Fixture Sale Ave,2026-11-15,2017700.0,4,6.0,12112,4,0.0902,504425.0,0.84,9.0,synthetic_fixture,0.88,Synthetic sale comp for v5 UI and validation workflows.
SC-0456,"Jacksonville, FL",655 Fixture Sale Ave,2020-12-15,2595900.0,12,6.0,10140,4,0.0688,648975.0,1.58,7.8,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0457,"San Antonio, TX",656 Fixture Sale Ave,2021-01-15,5960200.0,32,12.0,22760,8,0.0474,745025.0,8.2,5.5,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0458,"Raleigh, NC",657 Fixture Sale Ave,2022-02-15,3051500.0,24,24,14232,8,0.0485,381437.5,1.8,4.0,synthetic_fixture,0.77,Synthetic sale comp for v5 UI and validation workflows.
SC-0459,"Cleveland, OH",658 Fixture Sale Ave,2023-03-15,260600.0,3,2.5,1702,1,0.0624,260600.0,9.69,5.9,synthetic_fixture,0.82,Synthetic sale comp for v5 UI and validation workflows.
SC-0460,"Phoenix, AZ",659 Fixture Sale Ave,2024-04-15,438700.0,4,3,2418,1,0.0747,438700.0,2.19,5.6,synthetic_fixture,0.77,Synthetic sale comp for v5 UI and validation workflows.
SC-0461,"Tampa, FL",660 Fixture Sale Ave,2025-05-15,311100.0,8,4,1868,2,0.0755,155550.0,4.04,5.9,synthetic_fixture,0.75,Synthetic sale comp for v5 UI and validation workflows.
SC-0462,"Kansas City, MO",661 Fixture Sale Ave,2026-06-15,794600.0,2,1.5,3008,1,0.0811,794600.0,8.49,4.1,synthetic_fixture,0.93,Synthetic sale comp for v5 UI and validation workflows.
SC-0463,"Columbus, OH",662 Fixture Sale Ave,2020-07-15,1605800.0,8,4,5926,2,0.0494,802900.0,1.94,4.5,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0464,"Charlotte, NC",663 Fixture Sale Ave,2021-08-15,4443500.0,24,20.0,17528,8,0.0568,555437.5,5.49,4.7,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0465,"Atlanta, GA",664 Fixture Sale Ave,2022-09-15,823700.0,4,4,5528,2,0.0866,411850.0,0.46,5.2,synthetic_fixture,0.65,Synthetic sale comp for v5 UI and validation workflows.
SC-0466,"Indianapolis, IN",665 Fixture Sale Ave,2023-10-15,586500.0,8,6,2552,2,0.0699,293250.0,5.69,9.1,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0467,"Dallas, TX",666 Fixture Sale Ave,2024-11-15,143800.0,4,2,762,1,0.0629,143800.0,2.04,6.0,synthetic_fixture,0.9,Synthetic sale comp for v5 UI and validation workflows.
SC-0468,"Jacksonville, FL",667 Fixture Sale Ave,2025-12-15,1418400.0,16,6.0,5124,4,0.0515,354600.0,4.2,5.3,synthetic_fixture,0.86,Synthetic sale comp for v5 UI and validation workflows.
SC-0469,"San Antonio, TX",668 Fixture Sale Ave,2026-01-15,1291700.0,12,4,8376,4,0.07,322925.0,6.17,7.3,synthetic_fixture,0.84,Synthetic sale comp for v5 UI and validation workflows.
SC-0470,"Raleigh, NC",669 Fixture Sale Ave,2020-02-15,931300.0,8,6,4178,2,0.0836,465650.0,7.81,4.2,synthetic_fixture,0.89,Synthetic sale comp for v5 UI and validation workflows.
SC-0471,"Cleveland, OH",670 Fixture Sale Ave,2021-03-15,331000.0,4,2.5,2805,1,0.0488,331000.0,9.73,6.3,synthetic_fixture,0.76,Synthetic sale comp for v5 UI and validation workflows.
SC-0472,"Phoenix, AZ",671 Fixture Sale Ave,2022-04-15,212600.0,8,6,1544,2,0.0585,106300.0,4.6,8.3,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0473,"Tampa, FL",672 Fixture Sale Ave,2023-05-15,619600.0,6,3.0,2182,2,0.0742,309800.0,0.4,5.2,synthetic_fixture,0.91,Synthetic sale comp for v5 UI and validation workflows.
SC-0474,"Kansas City, MO",673 Fixture Sale Ave,2024-06-15,539500.0,4,2.5,2865,1,0.0853,539500.0,6.41,8.9,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0475,"Columbus, OH",674 Fixture Sale Ave,2025-07-15,1366700.0,8,4,7008,4,0.0785,341675.0,1.07,7.6,synthetic_fixture,0.57,Synthetic sale comp for v5 UI and validation workflows.
SC-0476,"Charlotte, NC",675 Fixture Sale Ave,2026-08-15,456100.0,3,1.5,2958,1,0.0799,456100.0,8.48,5.0,synthetic_fixture,0.56,Synthetic sale comp for v5 UI and validation workflows.
SC-0477,"Atlanta, GA",676 Fixture Sale Ave,2020-09-15,560900.0,4,3,2937,1,0.0804,560900.0,6.48,5.0,synthetic_fixture,0.9,Synthetic sale comp for v5 UI and validation workflows.
SC-0478,"Indianapolis, IN",677 Fixture Sale Ave,2021-10-15,353200.0,4,6,2566,2,0.0556,176600.0,6.2,4.7,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0479,"Dallas, TX",678 Fixture Sale Ave,2022-11-15,2034000.0,8,10.0,10612,4,0.0664,508500.0,3.68,7.7,synthetic_fixture,0.57,Synthetic sale comp for v5 UI and validation workflows.
SC-0480,"Jacksonville, FL",679 Fixture Sale Ave,2023-12-15,579100.0,3,1.5,2834,1,0.0494,579100.0,9.36,5.6,synthetic_fixture,0.67,Synthetic sale comp for v5 UI and validation workflows.
SC-0481,"San Antonio, TX",680 Fixture Sale Ave,2024-01-15,384500.0,2,3,1630,1,0.0558,384500.0,8.29,7.9,synthetic_fixture,0.75,Synthetic sale comp for v5 UI and validation workflows.
SC-0482,"Raleigh, NC",681 Fixture Sale Ave,2025-02-15,5837800.0,16,8,22160,8,0.0806,729725.0,7.98,5.6,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0483,"Cleveland, OH",682 Fixture Sale Ave,2026-03-15,3759800.0,24,20.0,23960,8,0.0804,469975.0,0.65,6.1,synthetic_fixture,0.82,Synthetic sale comp for v5 UI and validation workflows.
SC-0484,"Phoenix, AZ",683 Fixture Sale Ave,2020-04-15,452300.0,3,1.5,3115,1,0.0511,452300.0,6.43,4.8,synthetic_fixture,0.92,Synthetic sale comp for v5 UI and validation workflows.
SC-0485,"Tampa, FL",684 Fixture Sale Ave,2021-05-15,726300.0,8,5.0,3942,2,0.0728,363150.0,2.97,8.1,synthetic_fixture,0.72,Synthetic sale comp for v5 UI and validation workflows.
SC-0486,"Kansas City, MO",685 Fixture Sale Ave,2022-06-15,2599700.0,4,12,11404,4,0.0917,649925.0,5.74,8.3,synthetic_fixture,0.63,Synthetic sale comp for v5 UI and validation workflows.
SC-0487,"Columbus, OH",686 Fixture Sale Ave,2023-07-15,1075800.0,12,12,4084,4,0.0788,268950.0,7.82,5.8,synthetic_fixture,0.85,Synthetic sale comp for v5 UI and validation workflows.
SC-0488,"Charlotte, NC",687 Fixture Sale Ave,2024-08-15,129700.0,3,2.5,964,1,0.0531,129700.0,9.53,5.8,synthetic_fixture,0.79,Synthetic sale comp for v5 UI and validation workflows.
SC-0489,"Atlanta, GA",688 Fixture Sale Ave,2025-09-15,357600.0,4,2.5,1850,1,0.0718,357600.0,1.46,7.7,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0490,"Indianapolis, IN",689 Fixture Sale Ave,2026-10-15,4777300.0,24,16,18016,8,0.081,597162.5,5.67,7.4,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0491,"Dallas, TX",690 Fixture Sale Ave,2020-11-15,1573400.0,16,12,12140,4,0.0745,393350.0,1.62,8.8,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0492,"Jacksonville, FL",691 Fixture Sale Ave,2021-12-15,700100.0,1,1,2953,1,0.0821,700100.0,1.06,5.4,synthetic_fixture,0.74,Synthetic sale comp for v5 UI and validation workflows.
SC-0493,"San Antonio, TX",692 Fixture Sale Ave,2022-01-15,2080400.0,16,6.0,9616,4,0.06,520100.0,3.29,5.8,synthetic_fixture,0.68,Synthetic sale comp for v5 UI and validation workflows.
SC-0494,"Raleigh, NC",693 Fixture Sale Ave,2023-02-15,1514800.0,2,6,6172,2,0.0779,757400.0,4.51,7.5,synthetic_fixture,0.85,Synthetic sale comp for v5 UI and validation workflows.
SC-0495,"Cleveland, OH",694 Fixture Sale Ave,2024-03-15,325100.0,3,2,2794,1,0.0692,325100.0,4.89,5.0,synthetic_fixture,0.61,Synthetic sale comp for v5 UI and validation workflows.
SC-0496,"Phoenix, AZ",695 Fixture Sale Ave,2025-04-15,699300.0,3,3,2681,1,0.0901,699300.0,4.29,7.9,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0497,"Tampa, FL",696 Fixture Sale Ave,2026-05-15,837000.0,2,4,5628,2,0.0504,418500.0,1.33,6.6,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0498,"Kansas City, MO",697 Fixture Sale Ave,2020-06-15,324700.0,3,1.5,1437,1,0.0807,324700.0,2.43,5.3,synthetic_fixture,0.71,Synthetic sale comp for v5 UI and validation workflows.
SC-0499,"Columbus, OH",698 Fixture Sale Ave,2021-07-15,1167600.0,8,5.0,5064,2,0.055,583800.0,9.04,8.3,synthetic_fixture,0.6,Synthetic sale comp for v5 UI and validation workflows.
SC-0500,"Charlotte, NC",699 Fixture Sale Ave,2022-08-15,1498300.0,6,2,5758,2,0.0547,749150.0,0.79,5.6,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0501,"Atlanta, GA",700 Fixture Sale Ave,2023-09-15,1648500.0,4,10.0,12616,4,0.0879,412125.0,0.84,8.9,synthetic_fixture,0.79,Synthetic sale comp for v5 UI and validation workflows.
SC-0502,"Indianapolis, IN",701 Fixture Sale Ave,2024-10-15,1824500.0,32,8,6576,8,0.0892,228062.5,9.91,7.3,synthetic_fixture,0.73,Synthetic sale comp for v5 UI and validation workflows.
SC-0503,"Dallas, TX",702 Fixture Sale Ave,2025-11-15,841800.0,8,6,4630,2,0.0809,420900.0,8.34,5.5,synthetic_fixture,0.61,Synthetic sale comp for v5 UI and validation workflows.
SC-0504,"Jacksonville, FL",703 Fixture Sale Ave,2026-12-15,349300.0,2,2,2581,1,0.0811,349300.0,3.75,6.3,synthetic_fixture,0.8,Synthetic sale comp for v5 UI and validation workflows.
SC-0505,"San Antonio, TX",704 Fixture Sale Ave,2020-01-15,137800.0,3,1.5,906,1,0.0632,137800.0,9.89,9.0,synthetic_fixture,0.69,Synthetic sale comp for v5 UI and validation workflows.
SC-0506,"Raleigh, NC",705 Fixture Sale Ave,2021-02-15,372200.0,4,2.5,2184,1,0.068,372200.0,3.27,4.1,synthetic_fixture,0.92,Synthetic sale comp for v5 UI and validation workflows.
SC-0507,"Cleveland, OH",706 Fixture Sale Ave,2022-03-15,210600.0,2,3,926,1,0.0774,210600.0,6.56,5.6,synthetic_fixture,0.73,Synthetic sale comp for v5 UI and validation workflows.
SC-0508,"Phoenix, AZ",707 Fixture Sale Ave,2023-04-15,1984200.0,16,4,7188,4,0.0536,496050.0,3.85,5.4,synthetic_fixture,0.82,Synthetic sale comp for v5 UI and validation workflows.
SC-0509,"Tampa, FL",708 Fixture Sale Ave,2024-05-15,2787600.0,16,8,12304,8,0.0812,348450.0,4.01,8.7,synthetic_fixture,0.9,Synthetic sale comp for v5 UI and validation workflows.
SC-0510,"Kansas City, MO",709 Fixture Sale Ave,2025-06-15,1081900.0,6,3.0,4630,2,0.0723,540950.0,7.64,7.2,synthetic_fixture,0.57,Synthetic sale comp for v5 UI and validation workflows.
SC-0511,"Columbus, OH",710 Fixture Sale Ave,2026-07-15,3024600.0,32,12.0,16632,8,0.0919,378075.0,0.71,6.2,synthetic_fixture,0.7,Synthetic sale comp for v5 UI and validation workflows.
SC-0512,"Charlotte, NC",711 Fixture Sale Ave,2020-08-15,161900.0,1,2.5,920,1,0.0572,161900.0,4.51,6.5,synthetic_fixture,0.83,Synthetic sale comp for v5 UI and validation workflows.
SC-0513,"Atlanta, GA",712 Fixture Sale Ave,2021-09-15,497300.0,1,1,1930,1,0.0546,497300.0,6.57,8.2,synthetic_fixture,0.89,Synthetic sale comp for v5 UI and validation workflows.
SC-0514,"Indianapolis, IN",713 Fixture Sale Ave,2022-10-15,642200.0,2,3,2651,1,0.0645,642200.0,9.32,6.7,synthetic_fixture,0.79,Synthetic sale comp for v5 UI and validation workflows.
SC-0515,"Dallas, TX",714 Fixture Sale Ave,2023-11-15,530100.0,4,2.5,3139,1,0.0667,530100.0,7.0,5.8,synthetic_fixture,0.66,Synthetic sale comp for v5 UI and validation workflows.
SC-0516,"Jacksonville, FL",715 Fixture Sale Ave,2024-12-15,5853700.0,8,20.0,24760,8,0.0492,731712.5,1.9,7.2,synthetic_fixture,0.78,Synthetic sale comp for v5 UI and validation workflows.
SC-0517,"San Antonio, TX",716 Fixture Sale Ave,2025-01-15,6912400.0,24,16,25304,8,0.0781,864050.0,1.91,8.5,synthetic_fixture,0.73,Synthetic sale comp for v5 UI and validation workflows.
SC-0518,"Raleigh, NC",717 Fixture Sale Ave,2026-02-15,259500.0,2,1,1221,1,0.055,259500.0,1.37,6.8,synthetic_fixture,0.62,Synthetic sale comp for v5 UI and validation workflows.
SC-0519,"Cleveland, OH",718 Fixture Sale Ave,2020-03-15,573500.0,2,3.0,4846,2,0.0654,286750.0,5.5,6.9,synthetic_fixture,0.58,Synthetic sale comp for v5 UI and validation workflows.
SC-0520,"Phoenix, AZ",719 Fixture Sale Ave,2021-04-15,1382000.0,8,12,10696,4,0.0916,345500.0,5.31,5.0,synthetic_fixture,0.79,Synthetic sale comp for v5 UI and validation workflows.
SC-0521,"Tampa, FL",720 Fixture Sale Ave,2022-05-15,455700.0,6,5.0,1916,2,0.0804,227850.0,4.78,7.7,synthetic_fixture,0.89,Synthetic sale comp for v5 UI and validation workflows.
SC-0522,"Kansas City, MO",721 Fixture Sale Ave,2023-06-15,1295500.0,4,3.0,5970,2,0.0776,647750.0,3.68,4.7,synthetic_fixture,0.76,Synthetic sale comp for v5 UI and validation workflows.
SC-0523,"Columbus, OH",722 Fixture Sale Ave,2024-07-15,4952200.0,32,12.0,21664,8,0.0453,619025.0,6.7,8.2,synthetic_fixture,0.76,Synthetic sale comp for v5 UI and validation workflows.
SC-0524,"Charlotte, NC",723 Fixture Sale Ave,2025-08-15,870600.0,2,2,3191,1,0.0897,870600.0,5.48,6.4,synthetic_fixture,0.78,Synthetic sale comp for v5 UI and validation workflows.
SC-0525,"Atlanta, GA",724 Fixture Sale Ave,2026-09-15,532700.0,2,2,2234,1,0.0827,532700.0,6.03,6.3,synthetic_fixture,0.73,Synthetic sale comp for v5 UI and validation workflows.
SC-0526,"Indianapolis, IN",725 Fixture Sale Ave,2020-10-15,486800.0,3,2.5,2381,1,0.0575,486800.0,2.84,6.0,synthetic_fixture,0.56,Synthetic sale comp for v5 UI and validation workflows.
SC-0527,"Dallas, TX",726 Fixture Sale Ave,2021-11-15,443400.0,1,1,2829,1,0.0919,443400.0,9.5,8.0,synthetic_fixture,0.57,Synthetic sale comp for v5 UI and validation workflows.
