deal_id,as_of_date,market,property_type,units,purchase_price,rehab_budget,monthly_rent,vacancy_rate,taxes_annual,insurance_annual,repairs_annual,capex_annual,management_rate,loan_amount,interest_rate,actual_year1_noi,actual_year1_occupancy,actual_3yr_appreciation,exit_status,notes
HD-0919,2019-Q3,"Columbus, OH",fourplex,4,505569,10000,3696.1,0.0604,9083.43,2473.86,6922.25,5541.57,0.08,338558.36,0.0704,12926.41,0.9169,0.1871,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0920,2020-Q4,"Charlotte, NC",small_multifamily,8,454969,15000,6923.36,0.1081,5315.21,4392.35,11552.0,11390.19,0.08,364871.14,0.0689,31241.02,0.8996,0.0675,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0921,2021-Q1,"Atlanta, GA",single_family,1,445590,5000,1273.9,0.1075,7597.58,4042.2,2225.5,2388.26,0.08,279272.4,0.0616,-3792.31,0.8819,-0.0322,held,Synthetic fixture for model validation and backtesting examples.
HD-0922,2022-Q2,"Indianapolis, IN",duplex,2,420053,25000,1725.06,0.0588,7349.73,2282.38,1897.98,2184.24,0.08,259298.01,0.0641,4865.7,0.9108,0.215,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0923,2023-Q3,"Dallas, TX",triplex,3,286842,25000,1831.64,0.0966,4279.16,2656.69,5618.66,4011.05,0.08,173131.11,0.0676,1434.72,0.8686,0.1275,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0924,2024-Q4,"Jacksonville, FL",fourplex,4,685758,5000,3106.87,0.0746,7732.13,2459.3,8625.49,7802.3,0.08,532345.53,0.0779,5508.89,0.9496,0.1357,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0925,2018-Q1,"San Antonio, TX",small_multifamily,8,455598,65000,7128.42,0.055,6753.72,1600.36,14482.04,18381.07,0.08,386356.74,0.0634,38548.46,0.9622,0.0666,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0926,2019-Q2,"Raleigh, NC",single_family,1,234591,15000,925.88,0.0738,3552.22,1070.98,1822.04,1494.04,0.08,168907.1,0.0538,1657.45,0.9326,0.024,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0927,2020-Q3,"Cleveland, OH",duplex,2,610185,25000,2319.86,0.0475,10827.46,5663.3,3691.99,3105.04,0.08,489803.14,0.0519,1008.58,0.9641,-0.0387,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0928,2021-Q4,"Phoenix, AZ",triplex,3,727665,90000,2969.76,0.1106,9797.94,6890.22,6827.4,3396.24,0.08,513967.43,0.0699,2446.33,0.8606,0.1753,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0929,2022-Q1,"Tampa, FL",fourplex,4,505810,90000,2630.38,0.0706,5287.96,3418.77,3835.08,4264.42,0.08,328249.19,0.0798,10786.52,0.9441,-0.0306,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0930,2023-Q2,"Kansas City, MO",small_multifamily,8,781167,25000,6850.89,0.1027,12600.11,4739.53,14557.19,12227.84,0.08,550381.88,0.0737,25346.69,0.9085,0.2164,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0931,2024-Q3,"Columbus, OH",single_family,1,660690,10000,1565.06,0.051,5951.33,5720.49,1606.32,1072.48,0.08,391147.6,0.0514,2378.06,0.9332,-0.0074,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0932,2018-Q4,"Charlotte, NC",duplex,2,439408,40000,2181.16,0.0512,4047.33,2382.73,2379.84,4448.5,0.08,338706.91,0.0512,9425.09,0.9617,-0.0443,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0933,2019-Q1,"Atlanta, GA",triplex,3,266081,65000,2159.77,0.0669,3445.54,2002.31,6562.13,5749.05,0.08,227276.29,0.0714,5260.67,0.8956,0.07,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0934,2020-Q2,"Indianapolis, IN",fourplex,4,786602,90000,4029.61,0.1004,11401.89,5755.02,8531.56,9674.38,0.08,620209.13,0.0818,4456.3,0.8976,0.2088,held,Synthetic fixture for model validation and backtesting examples.
HD-0935,2021-Q3,"Dallas, TX",small_multifamily,8,1000147,5000,6949.51,0.0958,20993.13,6456.41,15589.38,10289.65,0.08,780315.78,0.0501,14945.51,0.8815,0.1531,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0936,2022-Q4,"Jacksonville, FL",single_family,1,615552,5000,914.12,0.1083,11788.35,5897.6,1522.2,1703.32,0.08,407411.87,0.072,-11432.99,0.872,0.1975,held,Synthetic fixture for model validation and backtesting examples.
HD-0937,2023-Q1,"San Antonio, TX",duplex,2,343384,65000,1442.95,0.0734,6900.72,1290.71,3483.14,3165.54,0.08,289121.86,0.081,-67.15,0.8871,0.0646,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0938,2024-Q2,"Raleigh, NC",triplex,3,440211,90000,2216.26,0.054,8915.31,3210.55,4772.07,6126.37,0.08,390201.5,0.0803,105.11,0.9652,-0.0307,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0939,2018-Q3,"Cleveland, OH",fourplex,4,924604,40000,3345.96,0.1025,13489.65,7493.6,8627.06,5957.05,0.08,651109.11,0.0628,-2008.83,0.8629,0.0509,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0940,2019-Q4,"Phoenix, AZ",small_multifamily,8,521480,15000,6698.26,0.0753,8131.16,2649.64,17592.12,8960.35,0.08,298038.85,0.0519,27546.44,0.9146,-0.021,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0941,2020-Q1,"Tampa, FL",single_family,1,460782,25000,1102.75,0.0508,6622.51,3288.98,1225.15,1135.82,0.08,282064.17,0.0721,-590.46,0.9182,-0.062,held,Synthetic fixture for model validation and backtesting examples.
HD-0942,2021-Q2,"Kansas City, MO",duplex,2,498803,40000,1688.01,0.104,6561.19,2535.86,3145.09,2483.4,0.08,378632.15,0.0648,1769.04,0.9067,-0.0283,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0943,2022-Q3,"Columbus, OH",triplex,3,822702,90000,2541.03,0.0458,12857.42,7484.7,2985.57,5164.25,0.08,709254.51,0.0677,-1566.83,0.9892,0.146,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0944,2023-Q4,"Charlotte, NC",fourplex,4,565218,25000,3040.38,0.109,10822.92,2079.9,7361.27,9556.99,0.08,377667.83,0.069,97.41,0.8893,0.1446,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0945,2024-Q1,"Atlanta, GA",small_multifamily,8,964299,25000,7343.29,0.0484,16187.42,5177.88,15858.71,12739.09,0.08,551148.59,0.0512,23120.35,0.9734,0.1875,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0946,2018-Q2,"Indianapolis, IN",single_family,1,226889,15000,781.4,0.0903,4952.27,1297.72,2070.85,1868.47,0.08,184185.21,0.0772,-2316.28,0.9253,0.0663,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0947,2019-Q3,"Dallas, TX",duplex,2,854603,40000,2287.23,0.0749,8702.29,5711.22,2758.75,3454.39,0.08,621940.67,0.0573,2505.01,0.9327,0.0014,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0948,2020-Q4,"Jacksonville, FL",triplex,3,493909,15000,2444.14,0.0554,5673.27,4850.29,3505.76,4307.99,0.08,359036.84,0.0582,7402.8,0.9661,0.1209,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0949,2021-Q1,"San Antonio, TX",fourplex,4,436043,90000,2922.22,0.0934,5973.5,3064.53,5398.4,8707.4,0.08,359709.4,0.0547,6597.82,0.8831,0.1828,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0950,2022-Q2,"Raleigh, NC",small_multifamily,8,783760,10000,7453.5,0.0669,11044.11,6396.08,17643.82,13076.21,0.08,498895.52,0.0574,24211.97,0.9581,-0.0427,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0951,2023-Q3,"Cleveland, OH",single_family,1,597175,5000,1196.33,0.0567,9217.83,5718.48,1670.9,2213.85,0.08,401986.28,0.0629,-5825.78,0.9509,0.2145,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0952,2024-Q4,"Phoenix, AZ",duplex,2,719508,25000,1677.65,0.0504,9855.36,6265.8,1952.61,4510.96,0.08,456972.97,0.0671,-4580.35,0.926,0.1552,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0953,2018-Q1,"Tampa, FL",triplex,3,849088,5000,2405.31,0.0881,10701.28,5343.92,3668.05,5667.9,0.08,581840.56,0.0578,-1188.08,0.8737,0.1722,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0954,2019-Q2,"Kansas City, MO",fourplex,4,902494,15000,3202.75,0.1171,12619.15,6336.52,3697.67,4626.53,0.08,625166.89,0.0693,4610.13,0.8506,0.1629,held,Synthetic fixture for model validation and backtesting examples.
HD-0955,2020-Q3,"Columbus, OH",small_multifamily,8,856143,10000,6571.03,0.1108,17918.33,4551.74,7235.49,15790.87,0.08,563074.76,0.0774,21402.28,0.8572,0.0538,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0956,2021-Q4,"Charlotte, NC",single_family,1,270980,25000,947.7,0.0978,3793.23,2031.77,1432.23,1766.02,0.08,181286.67,0.0781,414.84,0.8896,0.1569,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0957,2022-Q1,"Atlanta, GA",duplex,2,241722,25000,1522.89,0.0726,2821.16,1073.09,2016.6,4478.21,0.08,188613.54,0.0546,5023.24,0.9198,-0.0146,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0958,2023-Q2,"Indianapolis, IN",triplex,3,515849,65000,2165.46,0.086,7792.55,1886.87,6628.12,3871.55,0.08,412660.46,0.0639,1852.21,0.9028,0.0367,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0959,2024-Q3,"Dallas, TX",fourplex,4,311489,25000,2973.5,0.0711,4574.44,1795.27,5107.08,9434.23,0.08,205180.09,0.0542,8613.51,0.9368,0.0956,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0960,2018-Q4,"Jacksonville, FL",small_multifamily,8,635219,90000,5604.61,0.0391,7604.55,5142.85,8978.04,15077.76,0.08,491081.7,0.0573,22858.33,0.9444,-0.0035,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0961,2019-Q1,"San Antonio, TX",single_family,1,642067,15000,1275.17,0.0698,7169.43,2525.93,2120.53,1893.51,0.08,447922.63,0.0748,-696.37,0.9133,0.18,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0962,2020-Q2,"Raleigh, NC",duplex,2,713091,25000,1977.23,0.1037,8229.07,5798.46,1988.67,2124.83,0.08,544693.92,0.0549,1231.28,0.9142,0.0588,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0963,2021-Q3,"Cleveland, OH",triplex,3,415137,40000,2262.67,0.0357,8352.68,3520.89,4855.63,2799.45,0.08,303138.19,0.0509,3960.25,0.992,-0.0655,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0964,2022-Q4,"Phoenix, AZ",fourplex,4,543677,90000,3097.78,0.1016,8161.28,3510.6,7577.17,8165.95,0.08,372145.82,0.069,2764.43,0.8584,0.2149,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0965,2023-Q1,"Tampa, FL",small_multifamily,8,913155,40000,7126.28,0.0686,14646.18,5593.38,13080.57,19514.94,0.08,731027.59,0.0607,21218.53,0.9515,0.1355,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0966,2024-Q2,"Kansas City, MO",single_family,1,733898,25000,1342.73,0.0457,6952.52,2918.87,2292.6,2247.11,0.08,437560.34,0.0788,-253.61,0.9395,0.0099,held,Synthetic fixture for model validation and backtesting examples.
HD-0967,2018-Q3,"Columbus, OH",duplex,2,428355,90000,1602.31,0.0893,4674.73,3908.22,4013.47,4197.52,0.08,362478.6,0.059,-621.18,0.943,-0.0751,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0968,2019-Q4,"Charlotte, NC",triplex,3,520205,25000,2780.07,0.0666,6066.11,2261.69,6730.4,3877.76,0.08,318112.73,0.0701,8317.9,0.9306,0.0322,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0969,2020-Q1,"Atlanta, GA",fourplex,4,695334,65000,2884.35,0.06,13680.16,4926.75,3826.94,9880.69,0.08,566334.89,0.0512,-2237.38,0.9133,0.0131,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0970,2021-Q2,"Indianapolis, IN",small_multifamily,8,536223,10000,6342.71,0.0401,8377.73,4074.96,11358.18,12938.99,0.08,342388.64,0.0692,28786.85,0.924,0.018,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0971,2022-Q3,"Dallas, TX",single_family,1,727111,40000,1151.8,0.0764,13762.26,2715.77,1991.03,2065.86,0.08,521835.41,0.0512,-10271.98,0.91,0.1999,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0972,2023-Q4,"Jacksonville, FL",duplex,2,681228,65000,1898.19,0.0471,14234.21,2796.94,2874.89,3062.08,0.08,417615.37,0.059,-3488.83,0.9284,-0.0217,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0973,2024-Q1,"San Antonio, TX",triplex,3,414012,25000,2179.8,0.1129,3729.16,1627.27,6307.13,3974.44,0.08,290192.57,0.0512,5644.9,0.8562,0.2144,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0974,2018-Q2,"Raleigh, NC",fourplex,4,771932,90000,3842.17,0.1183,15483.2,7496.88,5045.27,7174.84,0.08,650335.6,0.0759,2065.24,0.8541,0.1195,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0975,2019-Q3,"Cleveland, OH",small_multifamily,8,1048428,40000,7608.86,0.1012,12779.14,9223.08,12059.38,10684.01,0.08,833938.52,0.0589,35989.58,0.935,0.2174,held,Synthetic fixture for model validation and backtesting examples.
HD-0976,2020-Q4,"Phoenix, AZ",single_family,1,499931,90000,1085.94,0.0476,5952.74,4295.71,2133.04,1297.98,0.08,447279.89,0.0796,-2422.04,0.9718,0.0718,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0977,2021-Q1,"Tampa, FL",duplex,2,659659,40000,1577.16,0.0488,10063.27,6289.63,1985.7,2804.66,0.08,527921.05,0.0634,-5100.71,0.9895,-0.0338,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0978,2022-Q2,"Kansas City, MO",triplex,3,604999,15000,2177.46,0.1097,9313.47,5885.9,5171.38,4645.52,0.08,462130.83,0.0585,-3758.08,0.8981,-0.0305,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0979,2023-Q3,"Columbus, OH",fourplex,4,912273,25000,3147.25,0.042,16956.05,4082.7,5999.84,9338.12,0.08,716925.81,0.0752,-3309.98,0.9182,-0.0344,held,Synthetic fixture for model validation and backtesting examples.
HD-0980,2024-Q4,"Charlotte, NC",small_multifamily,8,616198,5000,7555.27,0.0662,11038.33,5468.09,11201.21,14521.56,0.08,347435.33,0.0785,33478.71,0.9004,-0.0683,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0981,2018-Q1,"Atlanta, GA",single_family,1,226433,40000,1001.13,0.1021,4678.5,2005.57,1586.5,1327.73,0.08,164396.77,0.0766,275.49,0.8631,0.1038,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0982,2019-Q2,"Indianapolis, IN",duplex,2,855612,90000,2143.64,0.0945,8769.65,6367.59,3729.29,1902.51,0.08,705422.75,0.0709,706.66,0.9416,0.1631,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0983,2020-Q3,"Dallas, TX",triplex,3,576282,15000,3033.41,0.0705,12157.51,4992.14,6257.92,5898.03,0.08,353838.45,0.0642,1955.61,0.9365,-0.069,held,Synthetic fixture for model validation and backtesting examples.
HD-0984,2021-Q4,"Jacksonville, FL",fourplex,4,413436,10000,2985.41,0.0477,4115.65,3517.26,7451.26,7307.33,0.08,302878.4,0.0634,7773.21,0.9707,0.1133,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0985,2022-Q1,"San Antonio, TX",small_multifamily,8,747242,65000,6041.66,0.0379,8245.74,3545.42,7939.82,7601.66,0.08,606099.48,0.0573,32682.5,0.9848,0.0693,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0986,2023-Q2,"Raleigh, NC",single_family,1,524297,25000,977.25,0.1172,7597.34,2907.82,2181.69,1806.51,0.08,390531.88,0.0492,-5475.58,0.8503,0.2063,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0987,2024-Q3,"Cleveland, OH",duplex,2,570807,10000,1459.24,0.0786,8813.06,3028.76,2366.32,2377.64,0.08,324580.09,0.0493,-1654.68,0.9112,0.0229,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0988,2018-Q4,"Phoenix, AZ",triplex,3,257870,5000,2712.24,0.0776,3028.37,1459.9,5466.4,6235.42,0.08,175109.71,0.0665,13032.45,0.9565,0.2181,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0989,2019-Q1,"Tampa, FL",fourplex,4,496214,25000,3682.29,0.0384,10685.4,3642.87,5225.08,9979.46,0.08,341384.94,0.0584,7899.71,0.9596,0.0968,held,Synthetic fixture for model validation and backtesting examples.
HD-0990,2020-Q2,"Kansas City, MO",small_multifamily,8,867513,25000,6916.66,0.0546,11362.11,6368.25,12231.84,11043.62,0.08,624734.63,0.0503,28147.77,0.937,0.1913,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0991,2021-Q3,"Columbus, OH",single_family,1,189493,40000,724.6,0.1048,2294.14,666.0,966.87,1021.77,0.08,168621.19,0.0667,2530.64,0.8953,0.202,held,Synthetic fixture for model validation and backtesting examples.
HD-0992,2022-Q4,"Charlotte, NC",duplex,2,541078,90000,1546.04,0.1191,6370.86,4219.53,2605.16,2170.79,0.08,381178.49,0.0816,-338.13,0.8934,0.0186,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-0993,2023-Q1,"Atlanta, GA",triplex,3,269901,65000,2119.59,0.0559,4112.82,1119.14,6610.54,6208.88,0.08,197214.9,0.0586,3687.46,0.9204,-0.0314,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0994,2024-Q2,"Indianapolis, IN",fourplex,4,461869,15000,3786.51,0.0613,7413.07,3263.76,3984.1,9890.01,0.08,358052.73,0.0771,12063.07,0.9759,-0.0081,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0995,2018-Q3,"Dallas, TX",small_multifamily,8,548877,90000,4853.28,0.1001,10502.21,3581.11,8567.49,15750.38,0.08,392276.31,0.0517,10836.86,0.9244,0.026,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0996,2019-Q4,"Jacksonville, FL",single_family,1,756793,15000,1626.03,0.0877,16348.61,6419.23,2288.97,1159.67,0.08,485213.35,0.0662,-10510.8,0.8747,-0.0217,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-0997,2020-Q1,"San Antonio, TX",duplex,2,628187,90000,1726.61,0.0786,12283.27,3065.77,2332.4,3839.97,0.08,522765.86,0.0737,-3340.79,0.9482,0.2179,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-0998,2021-Q2,"Raleigh, NC",triplex,3,773389,40000,2763.63,0.0896,8962.4,2917.82,4602.22,2717.86,0.08,513856.01,0.0816,9916.17,0.9304,0.1146,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-0999,2022-Q3,"Cleveland, OH",fourplex,4,297799,15000,2459.82,0.1067,4982.31,2129.02,4252.37,4468.93,0.08,207604.52,0.0819,9111.46,0.9182,0.0222,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-1000,2023-Q4,"Phoenix, AZ",small_multifamily,8,762468,10000,7214.49,0.0599,15373.29,2940.79,10562.3,19540.2,0.08,449183.56,0.0575,25313.39,0.9681,-0.0341,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-1001,2024-Q1,"Tampa, FL",single_family,1,263011,40000,908.55,0.0978,3758.25,965.24,1299.22,1195.64,0.08,173142.77,0.0535,1847.52,0.8912,0.0999,held,Synthetic fixture for model validation and backtesting examples.
HD-1002,2018-Q2,"Kansas City, MO",duplex,2,319779,15000,1584.45,0.0455,5274.23,2329.42,2020.75,1957.05,0.08,208112.81,0.0741,5584.24,0.9794,0.1939,held,Synthetic fixture for model validation and backtesting examples.
HD-1003,2019-Q3,"Columbus, OH",triplex,3,830601,40000,3061.47,0.112,14579.29,3449.35,4395.33,7167.78,0.08,541283.29,0.078,359.68,0.859,0.02,held,Synthetic fixture for model validation and backtesting examples.
HD-1004,2020-Q4,"Charlotte, NC",fourplex,4,388896,40000,3654.01,0.0386,7592.61,2387.4,4198.59,4616.36,0.08,328586.3,0.0785,18171.8,0.9733,0.0202,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-1005,2021-Q1,"Atlanta, GA",small_multifamily,8,1026655,65000,7136.61,0.0364,12155.01,8319.04,9096.94,19453.33,0.08,817300.07,0.0658,31636.99,0.9936,-0.0784,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-1006,2022-Q2,"Indianapolis, IN",single_family,1,789704,90000,1633.61,0.0769,9549.77,4969.77,1758.56,1521.51,0.08,650766.17,0.0587,-1000.65,0.956,0.2121,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-1007,2023-Q3,"Dallas, TX",duplex,2,521636,15000,2064.98,0.0456,7544.38,4024.0,3193.5,4929.01,0.08,345204.71,0.0553,1883.09,0.9796,-0.0415,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-1008,2024-Q4,"Jacksonville, FL",triplex,3,863388,5000,2789.29,0.0954,10361.63,4424.84,2895.57,3046.56,0.08,556450.28,0.0809,6554.09,0.9167,-0.0462,held,Synthetic fixture for model validation and backtesting examples.
HD-1009,2018-Q1,"San Antonio, TX",fourplex,4,406155,90000,3063.25,0.064,6015.96,1809.59,7228.59,4388.76,0.08,314966.17,0.0812,11677.89,0.9315,0.0757,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-1010,2019-Q2,"Raleigh, NC",small_multifamily,8,641339,90000,5273.4,0.065,13025.19,5821.91,14617.8,13470.89,0.08,561889.87,0.0634,6829.2,0.8999,0.05,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-1011,2020-Q3,"Cleveland, OH",single_family,1,247487,65000,826.22,0.0701,5062.84,1092.54,1291.06,1581.84,0.08,172857.36,0.0749,-552.05,0.9142,0.0959,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-1012,2021-Q4,"Phoenix, AZ",duplex,2,455212,25000,2009.97,0.1064,9798.71,2391.07,3144.98,3202.01,0.08,278860.04,0.0748,1359.83,0.8944,0.0354,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-1013,2022-Q1,"Tampa, FL",triplex,3,406720,5000,2245.76,0.0567,4183.05,3702.38,4869.22,4189.04,0.08,264676.01,0.0511,7504.21,0.9235,-0.0479,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-1014,2023-Q2,"Kansas City, MO",fourplex,4,546161,90000,4113.9,0.1077,8993.84,5193.34,8762.23,7616.12,0.08,492906.39,0.0491,11604.98,0.8859,0.0182,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-1015,2024-Q3,"Columbus, OH",small_multifamily,8,787875,5000,5280.26,0.0973,14474.41,4933.29,14995.5,10680.85,0.08,472456.25,0.0623,8465.84,0.8913,0.1005,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-1016,2018-Q4,"Charlotte, NC",single_family,1,583376,25000,1408.97,0.0626,11755.82,3395.09,1962.5,1751.98,0.08,403611.62,0.0632,-4380.4,0.9426,0.1269,held,Synthetic fixture for model validation and backtesting examples.
HD-1017,2019-Q1,"Atlanta, GA",duplex,2,363650,10000,1334.36,0.0747,5801.94,3018.66,2087.32,4967.28,0.08,252651.16,0.0727,-2018.66,0.893,-0.0156,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-1018,2020-Q2,"Indianapolis, IN",triplex,3,523914,5000,2577.2,0.1193,9094.75,4863.87,6451.03,3148.72,0.08,403254.85,0.0692,1280.12,0.8837,-0.0049,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-1019,2021-Q3,"Dallas, TX",fourplex,4,542927,5000,2910.79,0.0492,10231.59,4471.72,8786.88,6733.12,0.08,426407.26,0.0753,376.9,0.9574,-0.05,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-1020,2022-Q4,"Jacksonville, FL",small_multifamily,8,1033638,15000,6831.42,0.1144,19425.42,7355.23,9040.1,16657.93,0.08,813283.92,0.0679,15174.27,0.8643,-0.0222,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-1021,2023-Q1,"San Antonio, TX",single_family,1,232400,65000,990.8,0.0518,2982.85,905.96,1529.25,1889.83,0.08,165724.04,0.0729,3311.07,0.975,0.03,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-1022,2024-Q2,"Raleigh, NC",duplex,2,672798,10000,2329.34,0.0485,9362.06,3104.25,1898.36,2360.31,0.08,507912.11,0.0629,6586.32,0.9238,-0.0327,held,Synthetic fixture for model validation and backtesting examples.
HD-1023,2018-Q3,"Cleveland, OH",triplex,3,368707,25000,2739.51,0.0576,5812.08,2620.58,5544.0,7259.84,0.08,300938.62,0.0787,8356.7,0.915,0.2153,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-1024,2019-Q4,"Phoenix, AZ",fourplex,4,913136,40000,3229.44,0.0732,10261.6,8162.05,6092.42,5620.67,0.08,657134.57,0.0796,3218.6,0.9193,0.1707,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-1025,2020-Q1,"Tampa, FL",small_multifamily,8,823767,90000,7705.02,0.1094,8649.16,6601.97,17289.31,10140.64,0.08,649744.99,0.0803,28470.16,0.9076,0.0638,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-1026,2021-Q2,"Kansas City, MO",single_family,1,326786,5000,1004.97,0.0547,3478.16,3072.44,1611.78,1871.04,0.08,249973.16,0.057,463.11,0.9128,0.0217,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-1027,2022-Q3,"Columbus, OH",duplex,2,493825,15000,2108.67,0.0387,7593.35,4417.94,2191.19,4328.09,0.08,361631.27,0.0519,3360.33,0.979,0.0527,refinanced,Synthetic fixture for model validation and backtesting examples.
HD-1028,2023-Q4,"Charlotte, NC",triplex,3,828284,5000,2725.83,0.049,10429.79,7460.33,2825.83,6374.3,0.08,607806.46,0.0746,1633.37,0.9177,0.1789,held,Synthetic fixture for model validation and backtesting examples.
HD-1029,2024-Q1,"Atlanta, GA",fourplex,4,462935,90000,3489.74,0.0419,8306.64,3066.98,8110.09,6409.47,0.08,417846.17,0.0704,9262.91,0.9202,0.1093,watchlist,Synthetic fixture for model validation and backtesting examples.
HD-1030,2018-Q2,"Indianapolis, IN",small_multifamily,8,587050,15000,6600.55,0.1025,9129.95,3160.74,10471.94,9238.71,0.08,406701.82,0.0539,35421.28,0.8968,0.082,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
HD-1031,2019-Q3,"Dallas, TX",single_family,1,265324,10000,987.26,0.0776,5106.96,1470.36,1556.42,1711.43,0.08,181020.56,0.0505,174.55,0.9126,0.1186,sold_above_plan,Synthetic fixture for model validation and backtesting examples.
HD-1032,2020-Q4,"Jacksonville, FL",duplex,2,578077,5000,1871.81,0.0801,8247.65,4138.75,2460.24,2277.67,0.08,356822.21,0.0565,1764.17,0.9047,0.1184,sold_below_plan,Synthetic fixture for model validation and backtesting examples.
