comp_id,market,address,bedrooms,bathrooms,square_feet,unit_count,monthly_rent,concession_pct,days_on_market,distance_miles,condition_score,source,confidence,notes
RC-0450,"Kansas City, MO",549 Fixture Rent St,8,1,9888,4,19747.75,0.032,22,1.35,7.6,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0451,"Columbus, OH",550 Fixture Rent St,2,2.5,974,1,2169.12,0.0781,73,0.52,5.9,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0452,"Charlotte, NC",551 Fixture Rent St,6,1.5,4294,2,7101.95,0.0593,37,3.98,4.6,synthetic_fixture,0.76,Synthetic rent comp for v5 UI and validation workflows.
RC-0453,"Atlanta, GA",552 Fixture Rent St,3,2.5,2397,1,5065.68,0.0125,35,7.34,9.2,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0454,"Indianapolis, IN",553 Fixture Rent St,8,2,3080,2,4908.47,0.0375,73,7.26,5.7,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0455,"Dallas, TX",554 Fixture Rent St,16,2.5,7064,4,10948.42,0.0367,9,7.95,4.9,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0456,"Jacksonville, FL",555 Fixture Rent St,8,3,10792,4,19188.14,0.0245,54,4.23,8.2,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0457,"San Antonio, TX",556 Fixture Rent St,1,2.5,2292,1,4296.17,0.0206,59,0.31,6.1,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0458,"Raleigh, NC",557 Fixture Rent St,1,2,2763,1,6022.81,0.031,53,4.39,4.5,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0459,"Cleveland, OH",558 Fixture Rent St,8,3,4396,2,6227.98,0.067,11,1.24,7.2,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0460,"Phoenix, AZ",559 Fixture Rent St,3,1.5,1363,1,2675.79,0.0445,49,1.98,6.3,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0461,"Tampa, FL",560 Fixture Rent St,1,3,2283,1,4566.37,0.0483,74,5.48,7.1,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0462,"Kansas City, MO",561 Fixture Rent St,4,2.5,1135,1,1833.63,0.0698,16,3.0,4.7,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0463,"Columbus, OH",562 Fixture Rent St,3,1,874,1,1411.99,0.0228,31,3.45,7.1,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0464,"Charlotte, NC",563 Fixture Rent St,4,2,4406,2,7021.46,0.033,9,2.69,4.8,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0465,"Atlanta, GA",564 Fixture Rent St,16,1,2608,4,2898.77,0.0652,66,4.49,6.2,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0466,"Indianapolis, IN",565 Fixture Rent St,3,2,2174,1,2408.09,0.0452,23,5.52,8.9,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0467,"Dallas, TX",566 Fixture Rent St,4,1.5,5476,4,5965.15,0.0496,63,2.98,7.4,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0468,"Jacksonville, FL",567 Fixture Rent St,3,1.5,2537,1,4717.11,0.0695,57,2.64,8.6,synthetic_fixture,0.92,Synthetic rent comp for v5 UI and validation workflows.
RC-0469,"San Antonio, TX",568 Fixture Rent St,2,2,1692,1,3464.71,0.0121,36,5.38,5.3,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0470,"Raleigh, NC",569 Fixture Rent St,4,2.5,3628,2,4301.38,0.0233,49,0.83,8.7,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0471,"Cleveland, OH",570 Fixture Rent St,8,2.5,3182,2,6656.99,0.0593,80,3.63,7.0,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0472,"Phoenix, AZ",571 Fixture Rent St,6,2,1338,2,2749.56,0.0397,14,6.49,6.7,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0473,"Tampa, FL",572 Fixture Rent St,4,3,2137,1,3579.81,0.0407,38,2.26,7.4,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0474,"Kansas City, MO",573 Fixture Rent St,2,2,2032,1,3360.89,0.0588,48,3.61,5.7,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0475,"Columbus, OH",574 Fixture Rent St,12,2,9752,4,12686.57,0.0612,43,1.25,6.6,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0476,"Charlotte, NC",575 Fixture Rent St,1,3,1127,1,1305.78,0.0298,12,7.7,5.7,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0477,"Atlanta, GA",576 Fixture Rent St,8,1,7864,4,13885.82,0.0194,76,3.36,6.9,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0478,"Indianapolis, IN",577 Fixture Rent St,2,1,2926,2,5357.51,0.0708,21,5.29,6.5,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0479,"Dallas, TX",578 Fixture Rent St,8,1,10712,4,19766.18,0.0268,45,2.44,8.4,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0480,"Jacksonville, FL",579 Fixture Rent St,4,3,10532,4,22703.48,0.0113,11,6.85,8.3,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0481,"San Antonio, TX",580 Fixture Rent St,4,1,1797,1,2850.45,0.0236,77,2.06,6.6,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0482,"Raleigh, NC",581 Fixture Rent St,8,1,6728,4,12572.15,0.021,13,3.72,6.8,synthetic_fixture,0.75,Synthetic rent comp for v5 UI and validation workflows.
RC-0483,"Cleveland, OH",582 Fixture Rent St,2,2.5,2059,1,4140.1,0.0357,57,5.0,6.9,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0484,"Phoenix, AZ",583 Fixture Rent St,8,2,5598,2,8974.88,0.0235,45,4.15,8.7,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0485,"Tampa, FL",584 Fixture Rent St,1,3,1615,1,2233.81,0.0741,20,5.8,7.2,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0486,"Kansas City, MO",585 Fixture Rent St,1,2,2353,1,5279.34,0.077,58,1.54,6.6,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0487,"Columbus, OH",586 Fixture Rent St,2,3,1505,1,2033.86,0.0482,17,1.31,5.8,synthetic_fixture,0.91,Synthetic rent comp for v5 UI and validation workflows.
RC-0488,"Charlotte, NC",587 Fixture Rent St,2,2.5,1856,1,3014.55,0.0575,47,3.32,8.8,synthetic_fixture,0.58,Synthetic rent comp for v5 UI and validation workflows.
RC-0489,"Atlanta, GA",588 Fixture Rent St,4,1.5,2327,1,3991.41,0.0564,33,6.96,4.8,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0490,"Indianapolis, IN",589 Fixture Rent St,6,3,1530,2,2813.18,0.0202,6,6.94,9.0,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0491,"Dallas, TX",590 Fixture Rent St,4,2,1187,1,2252.76,0.0193,9,1.78,6.6,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0492,"Jacksonville, FL",591 Fixture Rent St,4,2,1852,2,3137.8,0.0239,48,3.41,8.5,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0493,"San Antonio, TX",592 Fixture Rent St,2,3,1182,1,2128.37,0.0559,65,4.4,5.4,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0494,"Raleigh, NC",593 Fixture Rent St,16,1,3376,4,7215.88,0.0255,41,2.84,8.6,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0495,"Cleveland, OH",594 Fixture Rent St,8,2,4384,2,5821.85,0.0567,40,0.73,8.9,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0496,"Phoenix, AZ",595 Fixture Rent St,8,1,11156,4,14070.22,0.0751,69,5.67,6.3,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0497,"Tampa, FL",596 Fixture Rent St,3,1.5,1766,1,2681.03,0.0429,23,7.95,8.5,synthetic_fixture,0.92,Synthetic rent comp for v5 UI and validation workflows.
RC-0498,"Kansas City, MO",597 Fixture Rent St,2,1.5,1594,2,2301.75,0.0063,31,6.73,5.3,synthetic_fixture,0.78,Synthetic rent comp for v5 UI and validation workflows.
RC-0499,"Columbus, OH",598 Fixture Rent St,8,1.5,10140,4,11756.37,0.0597,5,1.74,6.5,synthetic_fixture,0.69,Synthetic rent comp for v5 UI and validation workflows.
RC-0500,"Charlotte, NC",599 Fixture Rent St,8,2.5,3700,2,4447.89,0.0436,20,3.48,7.0,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0501,"Atlanta, GA",600 Fixture Rent St,4,2.5,1412,1,2281.0,0.0785,34,1.28,6.9,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0502,"Indianapolis, IN",601 Fixture Rent St,8,1,3154,2,6457.48,0.0765,3,3.31,7.6,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0503,"Dallas, TX",602 Fixture Rent St,3,2,1739,1,3156.76,0.0384,46,7.14,5.3,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0504,"Jacksonville, FL",603 Fixture Rent St,1,1,2505,1,4132.37,0.0204,30,2.78,6.2,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0505,"San Antonio, TX",604 Fixture Rent St,4,1.5,899,1,1959.66,0.0596,19,1.44,6.1,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0506,"Raleigh, NC",605 Fixture Rent St,4,2,1484,2,2114.12,0.0033,22,2.72,6.1,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0507,"Cleveland, OH",606 Fixture Rent St,16,2.5,6252,4,13925.23,0.0519,40,0.92,6.5,synthetic_fixture,0.91,Synthetic rent comp for v5 UI and validation workflows.
RC-0508,"Phoenix, AZ",607 Fixture Rent St,16,2,3732,4,5529.41,0.032,61,1.94,6.3,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0509,"Tampa, FL",608 Fixture Rent St,3,2,2206,1,3927.71,0.0412,36,5.99,6.5,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0510,"Kansas City, MO",609 Fixture Rent St,1,1.5,1417,1,2697.98,0.0227,80,2.71,7.0,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0511,"Columbus, OH",610 Fixture Rent St,8,1.5,1536,2,1632.28,0.0191,36,7.53,7.2,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0512,"Charlotte, NC",611 Fixture Rent St,1,2.5,1303,1,2027.59,0.033,74,4.8,5.5,synthetic_fixture,0.58,Synthetic rent comp for v5 UI and validation workflows.
RC-0513,"Atlanta, GA",612 Fixture Rent St,2,3,1573,1,3273.96,0.0409,18,2.01,8.9,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0514,"Indianapolis, IN",613 Fixture Rent St,4,2,2476,2,4217.03,0.0339,9,2.63,8.7,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0515,"Dallas, TX",614 Fixture Rent St,1,1,806,1,1369.4,0.0293,30,1.73,5.8,synthetic_fixture,0.85,Synthetic rent comp for v5 UI and validation workflows.
RC-0516,"Jacksonville, FL",615 Fixture Rent St,2,2.5,2303,1,3684.94,0.0393,68,6.16,4.8,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0517,"San Antonio, TX",616 Fixture Rent St,6,2.5,4296,2,7645.95,0.0557,77,5.38,5.9,synthetic_fixture,0.91,Synthetic rent comp for v5 UI and validation workflows.
RC-0518,"Raleigh, NC",617 Fixture Rent St,3,2,2055,1,3665.97,0.002,46,2.66,7.5,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0519,"Cleveland, OH",618 Fixture Rent St,2,2.5,2396,2,4134.95,0.0092,68,2.98,8.7,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0520,"Phoenix, AZ",619 Fixture Rent St,2,2,1568,1,2821.02,0.0105,49,1.23,8.9,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0521,"Tampa, FL",620 Fixture Rent St,4,2.5,10800,4,13465.77,0.052,15,7.0,7.4,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0522,"Kansas City, MO",621 Fixture Rent St,3,2.5,1876,1,3843.32,0.0236,40,2.63,4.8,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0523,"Columbus, OH",622 Fixture Rent St,3,2.5,2589,1,4677.83,0.0162,68,5.87,7.1,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0524,"Charlotte, NC",623 Fixture Rent St,3,1.5,1422,1,2896.67,0.0138,14,6.31,8.0,synthetic_fixture,0.66,Synthetic rent comp for v5 UI and validation workflows.
RC-0525,"Atlanta, GA",624 Fixture Rent St,2,3,689,1,1332.62,0.016,58,1.95,7.5,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0526,"Indianapolis, IN",625 Fixture Rent St,1,3,1676,1,1941.32,0.0721,49,5.78,7.6,synthetic_fixture,0.68,Synthetic rent comp for v5 UI and validation workflows.
RC-0527,"Dallas, TX",626 Fixture Rent St,4,1,7792,4,13632.83,0.0226,64,4.9,5.7,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0528,"Jacksonville, FL",627 Fixture Rent St,4,1,1280,1,1843.07,0.0069,79,0.79,9.0,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0529,"San Antonio, TX",628 Fixture Rent St,3,2.5,1605,1,2189.84,0.0055,30,4.85,7.7,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0530,"Raleigh, NC",629 Fixture Rent St,4,1,2541,1,3971.64,0.0149,33,2.39,5.1,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0531,"Cleveland, OH",630 Fixture Rent St,1,1.5,756,1,1495.31,0.0402,31,0.41,5.9,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0532,"Phoenix, AZ",631 Fixture Rent St,4,3,3160,4,3935.19,0.0436,70,5.72,7.2,synthetic_fixture,0.8,Synthetic rent comp for v5 UI and validation workflows.
RC-0533,"Tampa, FL",632 Fixture Rent St,1,3,2126,1,2634.84,0.0086,76,6.96,4.7,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0534,"Kansas City, MO",633 Fixture Rent St,2,1,1437,1,2062.27,0.0354,22,1.94,6.5,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0535,"Columbus, OH",634 Fixture Rent St,6,1,5306,2,5914.08,0.0729,13,0.19,7.6,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0536,"Charlotte, NC",635 Fixture Rent St,16,2,4108,4,7361.77,0.0029,6,0.98,7.9,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0537,"Atlanta, GA",636 Fixture Rent St,3,3,1669,1,2298.07,0.0294,6,7.67,4.9,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0538,"Indianapolis, IN",637 Fixture Rent St,8,2.5,4500,2,6587.69,0.0277,22,2.93,8.5,synthetic_fixture,0.72,Synthetic rent comp for v5 UI and validation workflows.
RC-0539,"Dallas, TX",638 Fixture Rent St,2,1,958,1,1954.91,0.0315,28,5.33,9.0,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0540,"Jacksonville, FL",639 Fixture Rent St,1,2,1030,1,1887.77,0.0616,59,7.81,9.1,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0541,"San Antonio, TX",640 Fixture Rent St,8,1,8808,4,18335.23,0.034,62,0.28,6.1,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0542,"Raleigh, NC",641 Fixture Rent St,4,1.5,4550,2,6946.28,0.0789,34,1.82,6.7,synthetic_fixture,0.56,Synthetic rent comp for v5 UI and validation workflows.
RC-0543,"Cleveland, OH",642 Fixture Rent St,1,1,1953,1,3276.15,0.0464,11,2.27,4.7,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0544,"Phoenix, AZ",643 Fixture Rent St,2,1,1397,1,1829.29,0.0639,54,2.77,7.0,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0545,"Tampa, FL",644 Fixture Rent St,2,1.5,1439,1,2586.83,0.0374,79,5.88,8.5,synthetic_fixture,0.73,Synthetic rent comp for v5 UI and validation workflows.
RC-0546,"Kansas City, MO",645 Fixture Rent St,3,3,2798,1,5794.94,0.0671,21,5.52,7.1,synthetic_fixture,0.67,Synthetic rent comp for v5 UI and validation workflows.
RC-0547,"Columbus, OH",646 Fixture Rent St,1,1.5,2108,1,3013.68,0.0496,17,7.16,9.0,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0548,"Charlotte, NC",647 Fixture Rent St,2,1.5,1923,1,3217.67,0.0343,72,4.53,5.5,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0549,"Atlanta, GA",648 Fixture Rent St,2,1.5,2273,1,4781.58,0.0762,71,0.23,5.7,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0550,"Indianapolis, IN",649 Fixture Rent St,3,2.5,2448,1,3639.96,0.0337,38,4.19,8.0,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0551,"Dallas, TX",650 Fixture Rent St,4,1,1052,1,1600.59,0.0104,54,1.9,6.6,synthetic_fixture,0.68,Synthetic rent comp for v5 UI and validation workflows.
RC-0552,"Jacksonville, FL",651 Fixture Rent St,1,1,2461,1,4003.91,0.0208,68,2.49,6.9,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0553,"San Antonio, TX",652 Fixture Rent St,3,2.5,1686,1,3387.35,0.0143,17,5.68,7.8,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0554,"Raleigh, NC",653 Fixture Rent St,4,1,947,1,1464.9,0.0082,52,7.35,8.5,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0555,"Cleveland, OH",654 Fixture Rent St,2,2.5,1015,1,1694.72,0.0599,5,6.28,6.1,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0556,"Phoenix, AZ",655 Fixture Rent St,3,1.5,2202,1,4878.79,0.0593,67,7.76,6.3,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0557,"Tampa, FL",656 Fixture Rent St,3,1,2697,1,4294.95,0.0159,37,5.09,6.0,synthetic_fixture,0.92,Synthetic rent comp for v5 UI and validation workflows.
RC-0558,"Kansas City, MO",657 Fixture Rent St,16,1,8400,4,15619.64,0.0007,3,6.82,4.9,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0559,"Columbus, OH",658 Fixture Rent St,2,1.5,1273,1,2095.17,0.0775,51,6.42,6.7,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0560,"Charlotte, NC",659 Fixture Rent St,4,1.5,1055,1,1932.72,0.0312,70,1.93,6.2,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0561,"Atlanta, GA",660 Fixture Rent St,4,1,1980,1,4069.45,0.0784,77,1.63,4.6,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0562,"Indianapolis, IN",661 Fixture Rent St,12,1,3992,4,6138.36,0.0435,11,1.59,8.3,synthetic_fixture,0.84,Synthetic rent comp for v5 UI and validation workflows.
RC-0563,"Dallas, TX",662 Fixture Rent St,3,3,1635,1,2256.49,0.0218,63,6.52,4.7,synthetic_fixture,0.81,Synthetic rent comp for v5 UI and validation workflows.
RC-0564,"Jacksonville, FL",663 Fixture Rent St,3,3,2644,1,5720.41,0.0268,18,2.51,5.4,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0565,"San Antonio, TX",664 Fixture Rent St,4,2.5,1817,1,3244.56,0.0461,40,1.19,4.9,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0566,"Raleigh, NC",665 Fixture Rent St,4,2.5,4196,2,8659.24,0.0274,67,0.16,4.6,synthetic_fixture,0.7,Synthetic rent comp for v5 UI and validation workflows.
RC-0567,"Cleveland, OH",666 Fixture Rent St,3,2.5,2480,1,3213.17,0.0464,39,5.61,6.0,synthetic_fixture,0.62,Synthetic rent comp for v5 UI and validation workflows.
RC-0568,"Phoenix, AZ",667 Fixture Rent St,2,3,1131,1,2295.18,0.0182,23,3.44,8.8,synthetic_fixture,0.74,Synthetic rent comp for v5 UI and validation workflows.
RC-0569,"Tampa, FL",668 Fixture Rent St,2,1,2046,2,3834.66,0.0072,4,3.77,9.0,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0570,"Kansas City, MO",669 Fixture Rent St,12,2.5,7248,4,13144.32,0.0324,12,5.93,5.6,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0571,"Columbus, OH",670 Fixture Rent St,4,2,7540,4,12978.79,0.0139,34,2.58,6.1,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0572,"Charlotte, NC",671 Fixture Rent St,16,1.5,5908,4,10740.08,0.054,63,5.73,8.5,synthetic_fixture,0.79,Synthetic rent comp for v5 UI and validation workflows.
RC-0573,"Atlanta, GA",672 Fixture Rent St,4,1.5,4640,4,8544.35,0.0332,44,3.09,7.5,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0574,"Indianapolis, IN",673 Fixture Rent St,6,3,2084,2,4258.71,0.0448,11,6.7,8.6,synthetic_fixture,0.91,Synthetic rent comp for v5 UI and validation workflows.
RC-0575,"Dallas, TX",674 Fixture Rent St,3,1,2787,1,5569.75,0.0746,3,3.95,7.2,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0576,"Jacksonville, FL",675 Fixture Rent St,8,2,2276,2,2597.55,0.0204,13,7.75,9.2,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0577,"San Antonio, TX",676 Fixture Rent St,4,2,897,1,1758.03,0.064,25,5.88,5.9,synthetic_fixture,0.89,Synthetic rent comp for v5 UI and validation workflows.
RC-0578,"Raleigh, NC",677 Fixture Rent St,3,1.5,2764,1,5944.52,0.0193,64,7.77,7.1,synthetic_fixture,0.86,Synthetic rent comp for v5 UI and validation workflows.
RC-0579,"Cleveland, OH",678 Fixture Rent St,8,3,5054,2,5335.4,0.0448,18,5.1,6.1,synthetic_fixture,0.61,Synthetic rent comp for v5 UI and validation workflows.
RC-0580,"Phoenix, AZ",679 Fixture Rent St,1,3,1292,1,1490.78,0.0775,24,3.31,7.2,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0581,"Tampa, FL",680 Fixture Rent St,16,1,9300,4,17195.82,0.0119,58,2.95,7.9,synthetic_fixture,0.63,Synthetic rent comp for v5 UI and validation workflows.
RC-0582,"Kansas City, MO",681 Fixture Rent St,4,2,2128,1,3407.46,0.0322,70,1.16,5.0,synthetic_fixture,0.82,Synthetic rent comp for v5 UI and validation workflows.
RC-0583,"Columbus, OH",682 Fixture Rent St,4,1,1423,1,2660.21,0.0666,78,6.76,4.6,synthetic_fixture,0.57,Synthetic rent comp for v5 UI and validation workflows.
RC-0584,"Charlotte, NC",683 Fixture Rent St,1,3,2646,1,4430.0,0.0505,56,7.36,7.8,synthetic_fixture,0.71,Synthetic rent comp for v5 UI and validation workflows.
RC-0585,"Atlanta, GA",684 Fixture Rent St,16,1,6280,4,7831.57,0.0457,68,1.95,6.9,synthetic_fixture,0.77,Synthetic rent comp for v5 UI and validation workflows.
RC-0586,"Indianapolis, IN",685 Fixture Rent St,8,2.5,5328,2,10214.01,0.0747,25,4.96,6.1,synthetic_fixture,0.87,Synthetic rent comp for v5 UI and validation workflows.
RC-0587,"Dallas, TX",686 Fixture Rent St,4,2,1751,1,3544.88,0.0353,57,3.82,6.2,synthetic_fixture,0.65,Synthetic rent comp for v5 UI and validation workflows.
RC-0588,"Jacksonville, FL",687 Fixture Rent St,4,2.5,10952,4,13604.48,0.0798,37,4.04,7.2,synthetic_fixture,0.55,Synthetic rent comp for v5 UI and validation workflows.
RC-0589,"San Antonio, TX",688 Fixture Rent St,2,1.5,1443,1,2047.32,0.0049,58,7.8,6.4,synthetic_fixture,0.92,Synthetic rent comp for v5 UI and validation workflows.
RC-0590,"Raleigh, NC",689 Fixture Rent St,4,2,888,1,1163.32,0.0276,50,7.62,5.5,synthetic_fixture,0.55,Synthetic rent comp for v5 UI and validation workflows.
RC-0591,"Cleveland, OH",690 Fixture Rent St,3,1,2540,1,4963.62,0.0586,32,2.75,6.5,synthetic_fixture,0.68,Synthetic rent comp for v5 UI and validation workflows.
RC-0592,"Phoenix, AZ",691 Fixture Rent St,4,2,1763,1,2834.87,0.0098,46,5.69,5.4,synthetic_fixture,0.83,Synthetic rent comp for v5 UI and validation workflows.
RC-0593,"Tampa, FL",692 Fixture Rent St,12,1.5,3004,4,3377.15,0.032,55,4.84,5.5,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0594,"Kansas City, MO",693 Fixture Rent St,6,1.5,3188,2,4177.94,0.012,48,5.61,5.2,synthetic_fixture,0.9,Synthetic rent comp for v5 UI and validation workflows.
RC-0595,"Columbus, OH",694 Fixture Rent St,8,2.5,6380,4,10261.74,0.0539,26,2.76,7.2,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
RC-0596,"Charlotte, NC",695 Fixture Rent St,1,1,1589,1,3036.5,0.0435,77,2.57,7.6,synthetic_fixture,0.64,Synthetic rent comp for v5 UI and validation workflows.
RC-0597,"Atlanta, GA",696 Fixture Rent St,1,2,1487,1,2887.27,0.0158,32,7.11,5.4,synthetic_fixture,0.6,Synthetic rent comp for v5 UI and validation workflows.
RC-0598,"Indianapolis, IN",697 Fixture Rent St,12,2,11028,4,14365.63,0.0319,13,1.11,7.5,synthetic_fixture,0.88,Synthetic rent comp for v5 UI and validation workflows.
RC-0599,"Dallas, TX",698 Fixture Rent St,4,1,1753,1,2818.28,0.0474,50,6.05,7.7,synthetic_fixture,0.59,Synthetic rent comp for v5 UI and validation workflows.
